Mass	Ion Current
24.53125	4.7846982452470765e-12
24.5625	7.568311428951535e-12
24.59375	1.3548262338403116e-11
24.625	2.305425295112684e-11
24.65625	3.575309145964489e-11
24.6875	5.076744580279069e-11
24.71875	6.709565542051266e-11
24.75	8.373427645702591e-11
24.78125	9.968492697964848e-11
24.8125	1.1439441061078526e-10
24.84375	1.2799587778555832e-10
24.875	1.406628841182922e-10
24.90625	1.5209464243604032e-10
24.9375	1.6188582419029984e-10
24.96875	1.6994060325625782e-10
25.0	1.7626571036100103e-10
25.03125	1.8064040541165838e-10
25.0625	1.8268783708030867e-10
25.09375	1.8209428409576844e-10
25.125	1.788574427452616e-10
25.15625	1.7374149341442546e-10
25.1875	1.6820450587928804e-10
25.21875	1.6309627259847304e-10
25.25	1.5754972326753602e-10
25.28125	1.497067053657375e-10
25.3125	1.3806911169922387e-10
25.34375	1.2162948426208686e-10
25.375	9.979379822500078e-11
25.40625	7.378939820279484e-11
25.4375	4.7968334165870985e-11
25.46875	2.798236468926074e-11
25.5	1.7179107095199875e-11
25.53125	1.6013823947447214e-11
25.5625	2.4867108372461644e-11
25.59375	4.5674620335889315e-11
25.625	8.031861287172148e-11
25.65625	1.284859857397791e-10
25.6875	1.8744471252940542e-10
25.71875	2.5332413944312293e-10
25.75	3.225425482256128e-10
25.78125	3.924481295491944e-10
25.8125	4.6101389372665835e-10
25.84375	5.262980606879353e-10
25.875	5.864624896823045e-10
25.90625	6.402728902621391e-10
25.9375	6.872418190084773e-10
25.96875	7.271370172645675e-10
26.0	7.59492857493882e-10
26.03125	7.834408122242564e-10
26.0625	7.975536897575353e-10
26.09375	7.999246265377735e-10
26.125	7.896366893689333e-10
26.15625	7.694693771043148e-10
26.1875	7.460769224643116e-10
26.21875	7.246013233874748e-10
26.25	7.026425552503213e-10
26.28125	6.717962297564384e-10
26.3125	6.246562156420055e-10
26.34375	5.572313166446463e-10
26.375	4.667110586886736e-10
26.40625	3.5457931035765e-10
26.4375	2.3454191366845123e-10
26.46875	1.3042397717377696e-10
26.5	6.007333519519875e-11
26.53125	2.369729933116016e-11
26.5625	9.509792259221328e-12
26.59375	5.859578447453551e-12
26.625	6.4289281363760775e-12
26.65625	8.874703055772315e-12
26.6875	1.2447424167782994e-11
26.71875	1.6762386617630298e-11
26.75	2.1463242641517333e-11
26.78125	2.6257959348519044e-11
26.8125	3.0974417475349014e-11
26.84375	3.5513616353233246e-11
26.875	3.9771609616767734e-11
26.90625	4.3609674899025563e-11
26.9375	4.6908220363572894e-11
26.96875	4.96608067168669e-11
27.0	5.195993288409362e-11
27.03125	5.382972539935693e-11
27.0625	5.5111547270225714e-11
27.09375	5.5584314928580625e-11
27.125	5.520160023531062e-11
27.15625	5.421152762807857e-11
27.1875	5.304242114978486e-11
27.21875	5.1971878189949194e-11
27.25	5.08493386286446e-11
27.28125	4.922440927090932e-11
27.3125	4.669405487267575e-11
27.34375	4.2955503737340806e-11
27.375	3.7726100021728826e-11
27.40625	3.113201710314151e-11
27.4375	2.4400311632311045e-11
27.46875	2.0096722896933983e-11
27.5	2.199460578944379e-11
27.53125	3.53195181435062e-11
27.5625	6.652864370515488e-11
27.59375	1.2106364521979884e-10
27.625	2.0045992643602517e-10
27.65625	3.0151567353975395e-10
27.6875	4.1791128890800167e-10
27.71875	5.430100258330128e-10
27.75	6.717483236329258e-10
27.78125	8.002820628405516e-10
27.8125	9.249134791389224e-10
27.84375	1.0421027374363234e-09
27.875	1.1489074136505906e-09
27.90625	1.2431125018252942e-09
27.9375	1.3234721096822e-09
27.96875	1.389698467413325e-09
28.0	1.441607389018884e-09
28.03125	1.4778261947512306e-09
28.0625	1.4951078153302433e-09
28.09375	1.4899589340089392e-09
28.125	1.4633073641689975e-09
